                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
                                           A                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
                                           f                                                                                                                                                                                                                                                                                                                                                                                                  K                                                                                                                                                                                                                                                                                                                             
                                           y                                                                                                                                                                                                                                                                             M                                                                                                                    a                                                                                                                                                                                                                                                                                                                             
                                           o                                                                                                                                                                                                                                                                             e                                                                                                                    h                                                                                                                                                                                                                                                                                                                             
                                           n                                                                                                                                                                 D                                                                                                           r                                                     K                                                              r                                                                                                                                                                                                                                                                                                                             
                                           k                                                              B                                                              Ç                                   i                                            E        G                 G                                   s                                   K                 ı                                                              a                                                                                                                                                        Ş                                   Z                                   K                                                                                            
                                  A        a                                                              a                                                              a                                   y                          E                 s        a                 ü                                   i        İ                          a                 r        K                                                     m                                   N                                                                                T                                   a                                   o                                   ı                                                                                O           
                                  d        r                                   A                          l        B                                                     n        Ç                 D        a                          r        E        k        z        G        m        H                 I        n        s                          s        K        k        ı        K                 K        M                 a                                   e                                   S                                            e                 T        T        n                                   n        A        B        K        r                                   A                          K                 s           
                                  ı        a                 A        A        n        A                 ı        i        B        B                 B                 a        a                 e        r        E        E        z        r        i        i        i        ü        a                 s        (        t                          t        a        l        r        o                 ü        a        M        n        M                          v                                   a        S                                   k                 r        u        l                          Y        g        k        a        a        ı        B        Ş        B        r                 Y        a                 m           
                         A        y        h                 m        n        t        r        A        k        l        i        i                 u        B        k        n        Ç        n        b        d        l        i        z        ş        a        r        ş        k        H        p        İ        a        İ                 a        y        a        ş        c        K        t        l        a        m        a        M                 ş        N                          k        a        S        S        S        i        T        a        n        ı                          o        u        s        y        r        k        a        ı        a        d        I        a        r        K        a        D  
                         d        a        i        A        a        k        a        t        y        e        e        n        t        B        r        u        k        k        o        i        a        i        a        n        u        e        n        e        h        k        a        a        ç        n        z        K        m        s        r        e        a        o        a        a        n        a        r        u                 e        i        O        R        a        m        i        i        i        r        o        b        c        u        U                 z        l        a        b        a        k        t        r        r        a        ğ        l        a        i        n        ü  
                         a        m        s        ğ        s        a        l        v        d        s        c        g        l        o        d        r        a        ı        r        z        k        r        z        c        r        h        t        s        a        a        t        r        e        b        m        a        o        e        e        h        e        n        h        t        i        r        d        ğ        M        h        ğ        r        i        r        s        i        n        v        d        k        z        e        r        ş        V        g        d        r        u        m        a        m        n        t        h        d        o        b        l        i        z  
                         n        a        a        r        y        r        y        i        ı        i        i        ö        i        l        u        s        l        r        u        l        ı        n        ı        a        u        i        e        u        n        r        a        t        l        u        i        r        n        r        l        i        l        y        y        y        s        a        i        l        u        i        d        d        z        y        u        r        o        a        a        a        o        l        f        a        a        a        a        a        r        a        l        a        a        ı        a        ı        v        ü        i        y        c  
                         a        n        r        ı        a        a        a        n        n        r        k        l        s        u        r        a        e        ı        m        i        r        e        ğ        n        m        r        p        n        e        i        y        a        )        l        r        s        u        i        i        r        i        a        a        a        a        ş        n        a        ş        r        e        u        e        a        n        t        p        s        ğ        t        n        i        a        k        n        t        k        y        t        n        e        n        k        n        n        r        a        k        s        e        e  
                        01       02       03       04       05       06       07       08       09       10       11       12       13       14       15       16       17       18       19       20       21       22       23       24       25       26       27       28       29       30       31       32       33       34       35       36       37       38       39       40       41       42       43       44       45       46       47       48       49       50       51       52       53       54       55       56       57       58       59       60       61       62       63       64       65       66       67       68       69       70       71       72       73       74       75       76       77       78       79       80       81  
          Hatay 31   192507   315785   749933   946364   684234   669200   792907   985642  1036930  1075408   921856   649945   712504   853876   817535   992777  1271373   786947   734336   916790   510252  1353726   474653   750787   789879   840051   195925   785885   761250   894769        0   788961   268595  1130226  1080020  1033604   860835   487054  1341410   536872  1041734   529237   849936   377529  1057533   177441   537134  1043771   716320   441084   364447   764539   957501   991058   793134   694682  1000604   507737  1277096   572726   887611   612282   350693   864918   873295   626952   954197   442369   855262   467006   645175   604319   713640   970326  1056667  1049004  1091601   898857   146082   130817   915923
        Isparta 32   604976   928159   166007  1357556   718447   387830   127057  1366129   288031   397694   352585  1124023  1324878   542097    30159   423506   702102   526530   625372   167891  1122626   830044   984851   985021  1176666   293507   820447   993863   995484  1507143   788961        0   616213   593370   388424  1379292   631986   548281   804554   486856   504878   243061   244640   886703   365937   793091  1148830   270263  1234057   466286   494272   956282  1210858   453484   806789  1306378   800905   742743   740240   771398  1133216  1115750   962389   173235  1484991   548722   634979   395173  1090268   365547   434206  1216015  1325336   651108  1398486  1464489   492902   579639   886942   695138   522312
   Mersin(İçel) 33    84610   407793   577096  1038372   589858   496363   488001  1077650   864093   902571   749019   741953   804512   681039   644698   819940  1098536   614110   561499   743953   602260  1180889   566661   752183   881887   667214   300081   787281   762646   986777   268595   616213        0   958931   908725  1125114   689540   315759  1170115   365577   870439   357942   678641   469039   886238   272904   628643   872476   807830   269789   193152   767023   959985   819763   731109   786192   829309   510221  1105801   575210   890095   703792   442202   693623   964805   455657   782902   271074   857746   295711   473880   695829   805149   799031  1148177  1140514   920306   727562   366755   174951   744628
       İstanbul 34   946241  1138493   444451  1415058   676479   449883   719834  1302906   581527   308200   244733  1338424  1398613   264410   591634   161119   313852   463233   627497   611528  1329278   237297  1199252  1042524  1234168   324329  1161712   935910  1039326  1705082  1130226   593370   958931        0   480007  1436390   514753   763013   213324   630396   114970   709879   350717  1099337   442319  1025653  1476384   680033  1319046   742768   782142   886370  1140946   154166   736877  1633932   688629   885102   149009   790300  1063304  1172848  1289943   489889  1610191   661107   327855   676243  1125137   820886   523765  1543569  1652890   440102  1455584  1521587    87422   401830  1214496  1022692   221559
          İzmir 35   896035  1219218   325805  1651129   926627   585246   451987  1569039   112613   180343   433951  1415082  1615937   611768   360196   329840   314822   723946   833552   225598  1413685   514486  1275910  1278594  1470239   411959  1111506  1202043  1289057  1798202  1080020   388424   908725   480007        0  1669831   860872   839542   489583   755794   470964   557060   336125  1177964    38849  1084352  1440091   210775  1525318   757547   785533  1149760  1404336   498849  1000267  1597639  1034748  1031278   368228   964876  1326694  1406289  1253650   215887  1776252   807283   673974   686434  1380807   667863   669941  1507276  1616597   786221  1689025  1755028   391529   747949  1178203   986399   567678
           Kars 36  1048757   731434  1344568   169559   761408  1080152  1440712   202944  1627172  1607011  1388506   385495   412977  1173661  1407777  1445863  1723946  1023573   853609  1507032   526877  1673512   523312   390195   205014  1318374   832793   565710   456496   562914  1033604  1379292  1125114  1436390  1669831        0  1012500   833421  1646709   962171  1347032  1134019  1400943   617455  1649109   839097   614740  1632833   332660   911074   961171   608679   354178  1296357   834685   507706   977835   639505  1582395   697370   433654   481755   701968  1456494   358385   862510  1228089   985028   326522  1145102  1002874   546931   603883  1218151    89164   136207  1396899  1126684   886296   920895  1221221
      Kastamonu 37   676850   832203   500201   992033   253454   243106   721622   854086   825910   685374   466869   849955   975588   252024   648295   524226   802309   106728   204471   705770   946560   751875   785300   619499   811143   474007   796546   487090   616301  1282057   860835   631986   689540   514753   860872  1012500        0   458009   723798   325392   424121   467964   569997   717819   822284   720649  1043725   845402   895140   418616   501164   440601   695177   373446   289939  1131452   183717   472233   659484   366394   617535   748942   940393   621874  1186285   283437   213102   434593   701231   578971   218761  1047896  1303340   203806  1031678  1097681   473988   111697   855266   781042   298310
        Kayseri 38   303069   373623   509164   812954   307177   319510   609701   821527   796161   851341   618759   573554   762892   500284   576766   689680   968276   370002   278818   676021   564408  1000135   434382   440419   632064   536954   337966   475517   450882  1069361   487054   548281   315759   763013   839542   833421   458009        0   975498   134060   675822   303443   608422   335663   816019   261979   668164   802257   683017    80498   130595   453753   646714   625146   446951   749296   545151   196950   911184   261940   576824   570416   481723   623404   898168   171499   588284   154452   544475   314526   242364   665740   844670   604413   852693   918696   725689   465618   396596   393534   550010
     Kırklareli 39  1157425  1349677   655635  1626242   887663   661067   931018  1514090   587412   314085   455917  1549608  1609797   475594   802818   372303   246514   674417   838681   592173  1540462    66056  1410436  1253708  1445352   535513  1372896  1147094  1250510  1916266  1341410   804554  1170115   213324   489583  1646709   723798   975498        0   841791   326366   921274   562112  1310732   451070  1237048  1687779   688784  1530441   954163   993537  1097765  1352341   365561   948272  1845327   900024  1096497   116670  1001695  1274699  1384243  1501338   701284  1821586   872502   539251   887638  1336532  1032281   735160  1754964  1864285   651497  1666979  1732982   298817   613225  1425891  1234087   432955
       Kırşehir 40   352887   508240   430531   941704   314077   186893   548276   950277   707197   718724   486142   708171   897509   367667   515341   557063   835659   237385   221003   587057   699025   867518   568999   569169   760814   404337   472583   589494   579632  1203978   536872   486856   365577   630396   755794   962171   325392   134060   841791        0   544075   254211   487744   471120   735910   397436   803621   753025   818474    95403   177951   539500   776924   493399   390007   884753   495362   327160   779437   324808   707034   700167   617180   543295  1033625   114554   456537    97212   674685   288268   110617   801197   980127   472666   982903  1048906   593942   333871   532053   443217   418263
        Kocaeli 41   857749  1050001   355959  1326565   587986   361391   631342  1214413   568793   295466   156241  1249932  1310120   175918   503142   148385   412401   374740   539004   523036  1240786   352093  1110760   954031  1145675   235837  1073220   847417   950833  1616589  1041734   504878   870439   114970   470964  1347032   424121   675822   326366   544075        0   627136   267973  1016593   440676   942909  1393641   655724  1236302   660025   699399   803626  1058202    71422   654133  1551189   605885   802358   264562   707556   980560  1090104  1207200   407145  1527447   578363   245111   593500  1042393   738143   441021  1460826  1570147   357358  1372840  1438843    85779   319086  1131753   939949   138815
          Konya 42   345252   668435   226682  1113552   513744   262475   302958  1122125   513679   552157   421042   880019  1065154   447151   271546   491963   770559   379957   420669   393539   862902   947001   740847   741017   932662   339238   560723   789160   751480  1247419   529237   243061   357942   709879   557060  1134019   467964   303443   921274   254211   627136        0   327282   642232   534879   532555   888294   521117   989586   221815   237567   734754   948036   571849   585261  1045842   637275   498272   857887   549870   878146   871279   701853   342264  1224455   358270   534988   150702   845797   110522   252530   955479  1064800   551117  1154015  1220018   560846   479648   626406   434602   496714
        Kütahya 43   665951   989134    95721  1380476   655974   314593   371104  1298386   356255   226652   110380  1193601  1385853   321793   242904   181301   459897   453293   562899   262799  1183601   587839  1054429  1007941  1199586    77434   881422   931390  1018404  1568118   849936   244640   678641   350717   336125  1400943   569997   608422   562112   487744   267973   327282        0   952672   313109   854144  1209883   388822  1300026   527339   555325   877697  1132273   210381   728204  1367431   746279   759215   497137   692813  1054631  1134226  1023442   140243  1546044   535220   385505   456226  1108744   437655   397878  1277068  1386389   497752  1416962  1482965   249799   459480   947995   756191   279209
        Malatya 44   392682   140804   847586   587184   464796   655834   948123   609833  1134583  1187665   955083   238016   427354   836608   915188  1026004  1304600   667944   531674  1014443   228870  1336459    98844   359581   414070   873278   240987   466780   391608   733823   377529   886703   469039  1099337  1177964   617455   717819   335663  1310732   471120  1016593   642232   952672        0  1154579   221642   325905  1140817   347354   419058   464699   544239   593806   961240   572834   413632   720751   248098  1247278   352426   503818   234753   267902   961964   562505   469224   924378   493012   490471   666228   578458   330076   509809   940507   640872   738214  1061783   801712   299716   303440   886104
         Manisa 45   873548  1196731   303318  1628642   904140   562759   429500  1546552   136677   142655   396263  1392595  1593450   574080   337709   292152   320334   701459   811065   203111  1391198   476798  1253423  1256107  1447752   389472  1089019  1179556  1266570  1775715  1057533   365937   886238   442319    38849  1649109   822284   816019   451070   735910   440676   534879   313109  1154579        0  1062220  1417959   239017  1503186   735415   763401  1127628  1382204   459780   978135  1575507   995679  1009146   329159   942744  1304562  1384157  1231518   193755  1754120   785151   634905   664302  1358675   645731   647809  1485144  1594465   747152  1666893  1732896   352460   708880  1156071   964267   528609
  Kahramanmaraş 46   196547   161618   753974   819860   508934   582150   796948   831475  1040971  1079449   925897   459658   586000   762924   821576   996818  1275414   632642   541458   920831   383748  1262775   320486   575487   635712   844092    77161   610585   585950   768264   177441   793091   272904  1025653  1084352   839097   720649   261979  1237048   397436   942909   532555   854144   221642  1062220        0   407499  1047499   569160   345554   368175   588831   781793   887736   617426   565047   765343   332029  1173774   397018   711903   456559   221058   868646   743660   434090   850874   446097   679554   470734   504954   474684   584005   867003   862678   919369   988279   728208   135931   107945   812600
         Mardin 47   552287   296781  1109713   519653   790702  1028980  1152687   607118  1396710  1435188  1281636   230966   285793  1213656  1177315  1352557  1631153  1038827   857580  1276570    93338  1713506   251076   446391   411355  1199831   336323   742053   574079   383792   537134  1148830   628643  1476384  1440091   614740  1043725   668164  1687779   803621  1393641   888294  1209883   325905  1417959   407499        0  1403320   297873   800633   723996   737796   663280  1350607   895172   214848  1043089   570436  1636645   674764   639666   318006   189027  1224467   422139   842492  1313746   801918   497002   826555   913356   129653   210554  1329875   638220   597848  1451150  1258406   388713   463767  1275472
          Muğla 48   859786  1182969   344553  1612366   935053   593672   317718  1620939    97325   380369   498131  1378833  1579688   709544   239496   529866   517539   732372   841978   144866  1377436   714512  1239661  1239831  1431476   472053  1075257  1210469  1250294  1761953  1043771   270263   872476   680033   210775  1632833   845402   802257   688784   753025   655724   521117   388822  1140817   239017  1047499  1403320        0  1488734   720963   748949  1157003  1411579   598578  1007510  1561055  1001626   997420   564348   972119  1333937  1370427  1217066   288020  1739668   814526   835700   649850  1344945   631279   677184  1470692  1580013   851829  1653163  1719166   587649   780360  1141619   949815   667406
            Muş 49   731473   414150  1194940   243629   644064  1003188  1295477   403245  1481937  1535019  1302437   115041    83799  1056317  1262542  1373358  1651954   906229   736265  1361797   209593  1556168   252857   272852   207482  1220632   515509   531633   422419   390268   716320  1234057   807830  1319046  1525318   332660   895140   683017  1530441   818474  1236302   989586  1300026   347354  1503186   569160   297873  1488734        0   766643   812284   575379   459500  1179676   718004   178962   861154   569319  1465714   580689   435886   240980   385084  1309549   219067   790445  1111408   840597   293222  1007254   926043   218187   275139  1101470   389232   394776  1280218  1010003   569412   644466  1104540
       Nevşehir 50   257099   457143   427169   890607   321521   295364   527706   899180   714166   780602   548020   657074   846412   480040   494771   618941   897537   330609   270039   594026   774749   979890   517902   518072   709717   466215   472570   553170   528535  1152881   441084   466286   269789   742768   757547   911074   418616    80498   954163    95403   660025   221815   527339   419058   735415   345554   800633   720963   766643        0    81446   531724   724686   584145   438053   957952   536253   274922   870183   339911   654796   647929   613963   544385   981387   162601   547283    75433   622447   267704   201363   867589   976910   563412   930665   996668   684688   424617   538516   346712   509009
          Niğde 51   180462   503645   455155   940704   405844   334738   501960   949277   742152   819976   587394   702715   900364   519414   522757   658315   936911   413157   377485   622012   698112  1019264   563543   568169   759814   505589   395933   603267   578632  1082629   364447   494272   193152   782142   785533   961171   501164   130595   993537   177951   699399   237567   555325   464699   763401   368175   723996   748949   812284    81446        0   581796   774758   657235   545882   880575   644082   324994   943273   389983   704868   698001   536586   570125  1059188   270430   620374   108546   672519   175472   290504   790212   899533   636503   980737  1046740   757778   565034   461139   269335   582100
           Ordu 52   754333   667175   824497   588211   273859   560081  1043293   414557  1150206  1056991   838486   549497   655148   623641   972591   895843  1173926   473554   317217  1030066   644328  1123492   489676   335992   407322   798303   664763    47561   229592   987588   764539   956282   767023   886370  1149760   608679   440601   453753  1097765   539500   803626   734754   877697   544239  1127628   588831   737796  1157003   575379   531724   581796        0   254576   749324   150584   753694   307337   322533  1035362   215832   176934   432022   832001   939523   786526   428422   681055   641476   286939   788870   485903   733683   849871   671117   520677   697922   849866   579650   746874   717604   674188
           Rize 53   947295   696644  1079073   437596   528435   814657  1253927   160296  1404782  1311567  1093062   433618   539269   878217  1227167  1150419  1428502   728130   571793  1284642   575000  1378068   499309   252894   256707  1052879   857725   207561   195766   836973   957501  1210858   959985  1140946  1404336   354178   695177   646714  1352341   776924  1058202   948036  1132273   593806  1382204   781793   663280  1411579   459500   724686   774758   254576        0  1004371   405631   634999   562384   454339  1290409   470879    80404   415122   751054  1194570   633130   683469   936102   799862   131895   959936   740950   614988   731176   926164   266471   486640  1104913   834697   935382   888670   929235
        Sakarya 54   807073   999325   304565  1275890   537311   310715   579948  1163738   565098   323351   104847  1199256  1259445   125242   451748   162203   440286   324065   488329   471642  1190110   391288  1060084   903356  1095000   184443  1022544   796742   900158  1565914   991058   453484   819763   154166   498849  1296357   373446   625146   365561   493399    71422   571849   210381   961240   459780   887736  1350607   598578  1179676   584145   657235   749324  1004371        0   598642  1495698   550394   746867   301252   652065   925069  1034613  1151709   349635  1471956   522872   189620   538009   986902   682652   385530  1405335  1514656   301867  1317349  1383352   115757   263595  1076262   884458    83324
         Samsun 55   718419   695770   675004   814218   124366   410588   893800   564998  1000713   907498   688993   672140   797773   474148   823098   746350  1024433   324061   167724   880573   801704   973999   640444   441684   633328   648810   693358   198002   438486  1104242   793134   806789   731109   736877  1000267   834685   289939   446951   948272   390007   654133   585261   728204   572834   978135   617426   895172  1007510   718004   438053   545882   150584   405631   598642        0   897409   158315   334825   882761   228123   324770   571777   844293   786922  1009120   275821   528454   488875   434775   700148   333302   839121   993586   518516   668513   920516   697265   427049   759166   808896   521587
          Siirt 56   709835   392512  1267261   329399   878429  1186528  1310235   578291  1554258  1592736  1439184   240416    95539  1371204  1334863  1510105  1788701  1081577   945307  1434118   187955  1871054   338804   452285   382528  1357379   493871   706679   597465   279101   694682  1306378   786192  1633932  1597639   507706  1131452   749296  1845327   884753  1551189  1045842  1367431   413632  1575507   565047   214848  1561055   178962   957952   880575   753694   634999  1495698   897409        0  1036287   662097  1661277   766425   611019   370607   363630  1383712   256927   883223  1338377   961163   468355   985800   992457    87718    97564  1354506   564365   432636  1475782  1215711   547958   623012  1300103
          Sinop 57   816619   843687   669120   957368   256515   412191   890541   721751   994829   859250   640745   815290   940923   425900   817214   698102   976185   275812   266806   874689   949621   925751   788361   584834   776478   642926   841275   354755   581636  1247392  1000604   800905   829309   688629  1034748   977835   183717   545151   900024   495362   605885   637275   746279   720751   995679   765343  1043089  1001626   861154   536253   644082   307337   562384   550394   158315  1036287        0   474446   834054   368607   485379   719841   983914   776424  1157184   374353   396537   603262   672130   747640   387430  1050109  1141650   387241   829122  1068580   648558   295132   898787   907428   472880
          Sivas 58   497531   371034   706015   619038   219210   441599   804163   627611   990623   994208   761626   459750   649088   622373   771228   832547  1111143   422358   286088   870483   476968  1122224   315708   246503   438148   679821   407961   281601   256966   955557   507737   742743   510221   885102  1031278   639505   472233   196950  1096497   327160   802358   498272   759215   248098  1009146   332029   570436   997420   569319   274922   324994   322533   454339   746867   334825   662097   474446        0  1033290   107210   383059   376192   463408   817992   813535   224008   710390   348713   350710   508787   364372   578692   758425   726519   658928   724931   847795   559744   466791   437521   672116
       Tekirdağ 59  1093111  1285363   591321  1561928   823349   596753   697207  1449776   466057   192730   391603  1485294  1545483   411280   738504   201398   168661   610103   774367   470818  1476148   142398  1346122  1189394  1381038   471199  1308582  1082780  1186196  1851952  1277096   740240  1105801   149009   368228  1582395   659484   911184   116670   779437   264562   857887   497137  1247278   329159  1173774  1636645   564348  1465714   870183   943273  1035362  1290409   301252   882761  1661277   834054  1033290        0   934077  1207081  1316625  1433720   413327  1753968   804884   471633   820020  1268914   964663   667542  1687346  1796667   583879  1599361  1665364   231199   545607  1358273  1166469   365337
          Tokat 60   562520   475362   639613   676903   113371   375197   858409   685476   965322   927806   695224   564078   660458   527571   787707   766145  1044741   326317   180249   845182   581296  1027422   420036   304369   496013   613419   472950   263250   301171   966927   572726   771398   575210   790300   964876   697370   366394   261940  1001695   324808   707556   549870   692813   352426   942744   397018   674764   972119   580689   339911   389983   215832   470879   652065   228123   766425   368607   107210   934077        0   369222   433632   616476   751976   870975   210640   582236   413271   385921   573345   298356   682671   862404   572298   716368   782371   751046   480831   531349   502079   575368
        Trabzon 61   877405   626754  1001431   448718   450793   737015  1184037   239772  1327140  1233925  1015420   410004   515655   800575  1149525  1072777  1350860   650488   494151  1207000   551386  1300426   514149   232276   267829   975237   787835   129919   125876   848095   887611  1133216   890095  1063304  1326694   433654   617535   576824  1274699   707034   980560   878146  1054631   503818  1304562   711903   639666  1333937   435886   654796   704868   176934    80404   925069   324770   611019   485379   383059  1207081   369222        0   360226   709684  1116657   642902   605556   858189   727549   143314   887623   663037   590059   706247   848251   345641   554298  1027000   756784   845627   816357   851322
        Tunceli 62   627435   375557  1081026   461287   497866   816610  1177170   469860  1363630  1343469  1124964   131411   320749   910119  1144235  1182321  1460404   760031   590067  1243490   224538  1409970   140256   126653   280397  1054832   482008   422315   254341   627218   612282  1115750   703792  1172848  1406289   481755   748942   570416  1384243   700167  1090104   871279  1134226   234753  1384157   456559   318006  1370427   240980   647929   698001   432022   415122  1034613   571777   370607   719841   376192  1316625   433632   360226        0   351323  1196757   471867   613264   978843   727805   257671   901021   753628   325774   482297   968905   460527   526530  1147653   877438   535652   538233   971975
      Şanlıurfa 63   365846   110193   923272   614613   728678   842539   966246   694346  1210269  1248747  1095195   318194   380753  1027215   990874  1166116  1444712   852386   761202  1090129   178501  1527065   280797   476111   498583  1013390   149882   716676   603799   547660   350693   962389   442202  1289943  1253650   701968   940393   481723  1501338   617180  1207200   701853  1023442   267902  1231518   221058   189027  1217066   385084   613963   536586   832001   751054  1151709   844293   363630   983914   463408  1433720   616476   709684   351323        0  1038315   542548   656340  1127594   615766   607790   640403   727204   274226   365498  1143723   725920   718257  1264998  1072254   202561   277615  1089320
           Uşak 64   680933  1004116   110703  1436027   711525   370144   299698  1353937   216374   225283   249552  1199980  1400835   460965   171499   320473   438908   508844   618450   142839  1198583   727011  1060808  1063492  1255137   216606   896404   986941  1073955  1583100   864918   173235   693623   489889   215887  1456494   621874   623404   701284   543295   407145   342264   140243   961964   193755   868646  1224467   288020  1309549   544385   570125   939523  1194570   349635   786922  1383712   776424   817992   413327   751976  1116657  1196757  1038315        0  1560900   591931   524681   471082  1165455   452511   454589  1291924  1401245   629234  1473673  1539676   388975   557765   962851   771047   418385
            Van 65   888448   571125  1445874   228404   935209  1218339  1488848   565593  1732871  1771349  1617797   330192   161564  1347462  1513476  1688718  1967314  1197374  1027410  1612731   366567  1847313   468008   563996   378815  1535992   672484   739511   630297   206212   873295  1484991   964805  1610191  1776252   358385  1186285   898168  1821586  1033625  1527447  1224455  1546044   562505  1754120   743660   422139  1739668   219067   981387  1059188   786526   633130  1471956  1009120   256927  1157184   813535  1753968   870975   642902   471867   542548  1560900        0  1003882  1404319  1138032   502752  1162669  1139480   294511   351463  1394381   445771   224171  1573129  1302914   724827   799881  1397451
         Yozgat 66   442967   545679   482020   842043   200423   217604   664161   850616   807729   770213   537631   680876   870214   398378   630114   608552   887148   195430   107349   687589   698094   898229   536834   469508   661153   455826   510022   475840   479971  1176683   626952   548722   455657   661107   807283   862510   283437   171499   872502   114554   578363   358270   535220   469224   785151   434090   842492   814526   790445   162601   270430   428422   683469   522872   275821   883223   374353   224008   804884   210640   605556   613264   656340   591931  1003882        0   486385   213057   573614   454070   140367   799748  1016803   502514   881832   947835   623790   332758   568729   533078   448111
      Zonguldak 67   770212   962463   503194  1207622   469043   273853   724615  1095469   740222   498476   279971  1162394  1191177   158828   651288   337328   615411   255796   420060   708763  1153248   564978  1023222   835088  1026732   359567   985683   728473   831890  1497646   954197   634979   782902   327855   673974  1228089   213102   588284   539251   456537   245111   534988   385505   924378   634905   850874  1313746   835700  1111408   547283   620374   681055   936102   189620   528454  1338377   396537   710390   471633   582236   858189   978843  1127594   524681  1404319   486385        0   501571   918229   646214   349091  1368897  1478218    88163  1248676  1314679   289003   102250  1039824   848020   114397
        Aksaray 68   258384   581567   356056   964561   413477   228839   456593   973134   643053   714077   481495   731028   978286   413515   423658   552416   831012   346586   320403   522913   776034   913365   591856   592026   783671   399690   473855   627124   602489  1160551   442369   395173   271074   676243   686434   985028   434593   154452   887638    97212   593500   150702   456226   493012   664302   446097   801918   649850   840597    75433   108546   641476   799862   538009   488875   961163   603262   348713   820020   413271   727549   727805   615766   471082  1138032   213057   501571        0   699962   184467   206489   871997   981318   530304  1008180  1074183   651579   458835   542924   351120   475901
        Bayburt 69   845056   561999  1055544   306054   450155   791128  1151688   314628  1338148  1295758  1077253   267340   372991   862408  1118753  1134610  1412693   712320   542356  1218008   408722  1362259   395974   123468   125165  1029350   737726   239924   130710   705431   855262  1090268   857746  1125137  1380807   326522   701231   544475  1336532   674685  1042393   845797  1108744   490471  1358675   679554   497002  1344945   293222   622447   672519   286939   131895   986902   434775   468355   672130   350710  1268914   385921   143314   257671   607790  1165455   502752   573614   918229   699962        0   847803   705575   448198   564386   907192   346433   412437  1085940   815725   768592   776537   910262
        Karaman 70   283021   606204   337485  1124635   624751   373482   327482  1133208   624482   662960   531845   940364  1002923   558158   394032   602766   881362   490964   531676   504342   800671  1058008   765072   752100   943745   450041   498492   787198   762563  1185188   467006   365547   295711   820886   667863  1145102   578971   314526  1032281   288268   738143   110522   437655   666228   645731   470734   826555   631279  1007254   267704   175472   788870   959936   682652   700148   985800   747640   508787   964663   573345   887623   901021   640403   452511  1162669   454070   646214   184467   847803        0   363431   894058  1003379   662018  1166032  1232035   671511   590549   564985   373181   607615
      Kırıkkale 71   461190   616543   344678   982407   257905    80262   561069   900317   670387   632871   400289   816474  1005812   261036   492772   471210   749806   130754   164830   550247   807328   760887   677302   609872   801517   318484   580886   533321   620335  1312281   645175   434206   473880   523765   669941  1002874   218761   242364   735160   110617   441021   252530   397878   578458   647809   504954   913356   677184   926043   201363   290504   485903   740950   385530   333302   992457   387430   364372   667542   298356   663037   753628   727204   454589  1139480   140367   349091   206489   705575   363431        0   908900  1087830   364744  1021470  1087473   486020   225949   639756   565532   310341
         Batman 72   619472   302149  1176898   368625   794873  1096165  1219872   558280  1463895  1502373  1348821   182128   134765  1280841  1244500  1419742  1698338   998021   861751  1343755    97509  1780691   255247   393997   362517  1267016   403508   686668   521685   467312   604319  1216015   695829  1543569  1507276   546931  1047896   665740  1754964   801197  1460826   955479  1277068   330076  1485144   474684   129653  1470692   218187   867589   790212   733683   614988  1405335   839121    87718  1050109   578692  1687346   682671   590059   325774   274226  1291924   294511   799748  1368897   871997   448198   894058   908900        0   183698  1280830   603439   471711  1402106  1142035   474283   549337  1226427
         Şırnak 73   728793   473287  1286219   425576   974606  1205486  1329193   674468  1573216  1611694  1458142   336593   191716  1390162  1353821  1529063  1807659  1215333  1124149  1453076   291451  1890012   434981   548462   478705  1376337   512829   802856   693642   187027   713640  1325336   805149  1652890  1616597   603883  1303340   844670  1864285   980127  1570147  1064800  1386389   509809  1594465   584005   210554  1580013   275139   976910   899533   849871   731176  1514656   993586    97564  1141650   758425  1796667   862404   706247   482297   365498  1401245   351463  1016803  1478218   981318   564386  1003379  1087830   183698        0  1504893   657439   525710  1626168  1433424   563731   638785  1450490
         Bartın 74   786341   978592   519323  1197684   459105   289982   740744  1085531   845032   610723   392218  1178523  1181239   174957   667417   449575   727658   245858   410122   724892  1169377   677224  1039351   825150  1016794   493129  1001812   718535   821952  1487708   970326   651108   799031   440102   786221  1218151   203806   604413   651497   472666   357358   551117   497752   940507   747152   867003  1329875   851829  1101470   563412   636503   671117   926164   301867   518516  1354506   387241   726519   583879   572298   848251   968905  1143723   629234  1394381   502514    88163   530304   907192   662018   364744  1280830  1504893        0  1238042  1304045   402286    91616  1056276   864472   226608
        Ardahan 75  1071820   754497  1363762   258402   780602  1099346  1459906   115399  1646366  1626205  1407700   408558   469001  1192855  1426971  1465057  1743140  1042767   872803  1526226   549940  1692706   546375   409389   226810  1337568   855856   473662   475689   648450  1056667  1398486  1148177  1455584  1689025    89164  1031678   852693  1666979   982903  1372840  1154015  1416962   640872  1666893   862678   638220  1653163   389232   930665   980737   520677   266471  1317349   668513   564365   829122   658928  1599361   716368   345641   460527   725920  1473673   445771   881832  1248676  1008180   346433  1166032  1021470   603439   657439  1238042        0   221802  1416611  1146396   910280   944879  1240933
