   Y(Boylam)    X(Enlem)
   25.9039948   40.1929461
   25.9064670   40.2217390
   25.8934760   40.2300931
   25.8710390   40.1898720
   25.8318500   40.1911600
   25.7852120   40.1505283
   25.9018671   40.2283840
   25.9437673   40.1475148
   25.7739440   40.1506920
   25.7421800   40.1287970
   25.7060430   40.1239620
   25.9449663   40.2269484
